example_id,content,metadata,tagged_sentence,relation_type
2695c899-0ada-478c-9b2d-796f79ea4c52,"Glazing, with which people are likely to come into contact whilst moving in or about the building shall: (a) if broken on impact, break in a way which is unlikely to cause injury; or (b) resist impact without breaking; or (c) be shielded or protected from impact.",{'ID': '92_UK_DocK_ProtectionFromFalling'},"<e1>Glazing</e1>, <e2>with which people are likely to come into contact whilst moving in or about the building</e2> shall: (a) if broken on impact, break in a way which is unlikely to cause injury; or (b) resist impact without breaking; or (c) be shielded or protected from impact.",selection
2c8d2bc3-cf23-48f8-b9c0-b90f150f9f93,"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing building.",{'ID': '426_UK_DocM_V2_AccessAndUseOfBuildings'},"Any walls, doors and windows should be <e1>insulated</e1> and draught-proofed to <e2>at least the same extent as in the existing building</e2>.",selection
84cd76d7-e5d0-4f39-94bc-0236c65d533a,"in residential buildings of not more than two storeys, one exit of no less than 900 millimetres in width is permitted.",{'ID': '217_Finnish_FireSafety'},"in residential buildings of not more than two storeys, one <e1>exit</e1> of no less than 900 millimetres in <e2>width</e2> is permitted.",part-of
5869233a-4fc0-48bf-9007-2b0c9a169fef,"A building shall, if its size, number of storeys or an intended purpose of a premises within the building so requires, be divided into fire compartments in order to restrict the spread of fire and smoke, to provide safe evacuation and to facilitate rescue and extinguishing measures.",{'ID': '100_Finnish_FireSafety'},"A building shall, if <e1>its</e1> size, <e2>number of storeys</e2> or an intended purpose of a premises within the building so requires, be divided into fire compartments in order to restrict the spread of fire and smoke, to provide safe evacuation and to facilitate rescue and extinguishing measures.",part-of
e320322e-3aee-4167-ad19-a6c6cc41f597,The water system shall incorporate: 1) a pressure gauge; 2) thermometers in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.,{'ID': '97_Finnish_Health-WaterAndSewerage'},The <e1>water system</e1> shall incorporate: 1) a pressure gauge; 2) thermometers in the <e2>water pipe</e2> of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.,none
a33a8e64-62e5-4a95-b5fb-356b18c8f34f,The crawl space must be accessible for inspections and maintenance of the equipment and systems located there.,{'ID': '84_Finnish_Health-Humidity'},The <e1>crawl space</e1> must be <e2>accessible for inspections and maintenance of the equipment and systems located there</e2>.,necessity
37f01a2c-b944-45a2-a7f4-140d8c03d7ac,"After rebating, frame components should retain at least 32mm of timber.",{'ID': '29_UK_DocQ_Security_Dwellings'},"After rebating, <e1>frame components</e1> should retain at least 32mm of <e2>timber</e2>.",necessity
05dc10dc-6a9a-4e83-93d3-79fff4819f99,Standing areas must be terraced so that it is safe to move in the rows.,{'ID': '110_Finnish_SafetyOfUse'},<e1>Standing areas</e1> must be <e2>terraced</e2> so that it is safe to move in the rows.,necessity
12e1a42b-38ed-42c8-ac32-86091fcb85b1,The frequency of measurements should be sufficient to ensure that changes in the use of the room or space throughout the day are represented in the readings.,{'ID': '125_UK_DocF_V2_Ventilation'},The <e1>frequency</e1> of measurements should be <e2>sufficient to ensure that changes in the use of the room or space throughout the day are represented in the readings</e2>.,necessity
0f2dbc3b-0f3e-444e-a688-ed8faebd1226,Seats must be fixed to a base if the floor of the seating area is sloped or if there are level differences between the floors of the respective rows of seats.,{'ID': '105_Finnish_SafetyOfUse'},<e1>Seats</e1> must be fixed to a base if the floor of the seating area is sloped or if there are level differences <e2>between the floors of the respective rows of seats</e2>.,none
84cd76d7-e5d0-4f39-94bc-0236c65d533a,"in residential buildings of not more than two storeys, one exit of no less than 900 millimetres in width is permitted.",{'ID': '217_Finnish_FireSafety'},"in residential buildings of not more than two storeys, one exit of no less than <e1>900 millimetres</e1> in <e2>width</e2> is permitted.",greater-equal
8805ec9f-3f5f-44fc-9078-3ae62439c973,"NOTE: When a single U-value is calculated for a product range of doors, the configuration of the door chosen for the calculation should be the worst performing in the product range.",{'ID': '108_UK_DocL_V1_ConsrvationOfFuelAndPower'},"NOTE: When a single <e1>U-value</e1> is <e2>calculated for a product range of doors</e2>, the configuration of the door chosen for the calculation should be the worst performing in the product range.",selection
48133b44-eac2-44e2-b2df-c52243e9f7ea,"NOTE: For example, if the total system output is made up of three equally sized boilers, at 15% of system output the lead boiler will be operating at 45% of its rated output with the other two boilers switched off.",{'ID': '244_UK_DocM_V2_AccessAndUseOfBuildings'},"NOTE: For example, if the <e1>total</e1> system output is <e2>made up of three equally sized boilers</e2>, at 15% of system output the lead boiler will be operating at 45% of its rated output with the other two boilers switched off.",none
b6b19c38-b160-475d-b01d-e3880ca00ab2,"Where necessary, flexible ducts may be used for final connections, but their lengths should be kept to a minimum.",{'ID': '31_UK_DocF_V2_Ventilation'},"Where necessary, flexible ducts may be used for <e1>final</e1> <e2>connections</e2>, but their lengths should be kept to a minimum.",selection
c3cfbf29-a95f-4453-a7de-a8f6e4ca2ea8,"If sand, sludge, grease, petrol, oil or other detrimental physical or chemical substances may end up in the sewerage system or network or in the environment, the sewerage system shall be equipped with a separator or treatment device.",{'ID': '152_Finnish_Health-WaterAndSewerage'},"If sand, sludge, grease, <e1>petrol</e1>, oil or other detrimental physical or chemical substances may <e2>end up in the sewerage system or network or in the environment</e2>, the sewerage system shall be equipped with a separator or treatment device.",selection
716fa732-f3c7-43ad-a4e3-fff43a841018,The vehicle traffic area of a building and its courtyard must be safe and appropriate.,{'ID': '131_Finnish_SafetyOfUse'},The vehicle traffic area of a building and <e1>its</e1> courtyard must be safe and <e2>appropriate</e2>.,none
4abb3268-3ba6-47e8-a8b7-4676dbaa9a16,"For buildings other than dwellings and for common access areas in buildings that contain flats, Provide all means of escape routes with a minimum clear headroom of 2m, except in doorways.",{'ID': '28_UK_DocK_ProtectionFromFalling'},"For buildings other than dwellings and for common access areas in <e1>buildings</e1> that contain flats, Provide all means of escape routes with a minimum clear headroom of <e2>2m</e2>, except in doorways.",none
dd056285-1aa4-4c6d-94ac-b911458cb7ea,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",{'ID': '70_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the <e1>requirement</e1> <e2>to install an electric vehicle charge point</e2> should be met by installing a charge point in a parking space that is not within a covered car park.",selection
302c413e-fefd-47f1-914f-0dc787e4a761,"Where illuminance on surfaces is greater than 200 lux, a difference in light reflectance value should be a minimum of 20 points.",{'ID': '29_UK_DocM_V2_AccessAndUseOfBuildings'},"Where <e1>illuminance</e1> on <e2>surfaces</e2> is greater than 200 lux, a difference in light reflectance value should be a minimum of 20 points.",part-of
12f51746-1632-4628-9d8a-98dcf58ed9fc,Doors must be capable of opening outwards - in wheelchair adaptable bathrooms the door may open inwards providing that the door can be easily rehung to open outwards (e.g. door stops are planted and easily moved).,{'ID': '116_UK_DocM_V1_AccessAndUseOfBuildings'},Doors must be capable of opening outwards - in <e1>wheelchair adaptable</e1> <e2>bathrooms</e2> the door may open inwards providing that the door can be easily rehung to open outwards (e.g. door stops are planted and easily moved).,selection
e874f337-2067-4e77-ad32-c3b857f40e7a,"If the number of occupants exceeds 120, the total minimum width of the exits shall be calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people.",{'ID': '219_Finnish_FireSafety'},"If the <e1>number of occupants</e1> exceeds <e2>120</e2>, the total minimum width of the exits shall be calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people.",greater
